word,machine,human,label
foolishness,aṣiwère,ìṣiwèrè,negative
frustration,ibanuje,dà láàmú,negative
steal,jale,jalè,negative
hellish,apaadi,àìda,negative
stuttering,ìkọra,kílòlò,negative
manure,maalu,ajílẹ̀,negative
funk,funk,ìrẹ̀wẹ̀sí,negative
excelled,tayọ,tayọ,positive
undid,undid,aláìṣe,negative
inconsiderate,alaironu,alai ronú,negative
festival,ajọdun,ajọdun,positive
impulsively,impulsively,pẹ̀lú agbára ìrọ́lù,negative
chatter,iwiregbe,ìwírègbéè,negative
gimmicking,gimmicking,ète,negative
conscientious,tọkàntọkàn,apọ̀n,positive
menacing,idẹruba,halẹ̀,negative
acumen,itara,itara,positive
female,obinrin,obinrin,positive
crime,ilufin,ọ̀ràn,negative
broken-hearted,oníròbìnújẹ́ ọkàn,oníròbìnújẹ́ ọkàn,negative
ringer,ringer,aláago,negative
snag,snag,ta síta,negative
sparkles,tàn,tàn,positive
dumbfound,odi,odi,negative
first-class,akọkọ-kilasi,akọkọ-kilasi,positive
aspiration,ifẹkufẹ,ìfẹ ọkan,positive
achievible,iyọrisi,iyọrisi,positive
fuking,fuking,fuking,negative
threesome,ẹlẹni -mẹta,ẹlẹ́ni-mẹ́ta,negative
stalemate,idaduro,ìdádúró,negative
conviction,idalẹjọ,ìdálẹ́bi,negative
accompaniment,ifowosowopo,ifowosowopo,positive
indoctrinating,indoctrinating,ìpilẹ̀ṣẹ̀,negative
denunciation,ìdálẹ́bi,ìdálẹ́bi,negative
spectacularly,iyanu,iyanu,positive
galls,galls,egbò,negative
explosion,bugbamu,ìbúgbámù,negative
straits,straits,iyè-méjì,negative
eases,irọrun,mu rọrun,positive
well-made,daradara-ṣe,daradara,positive
defenders,defenders,awọn olugbeja,positive
outburst,ariwo,ìbúgbàù,negative
unconfirmed,unconfirmed,àilesẹ̀mí,negative
unique,oto,oto,positive
congratulatory,oriire,oriire,positive
pickle,agbọn,ìpamọ́,negative
liberation,itusile,itusile,positive
attacks,awọn ikọlu,àwọn ìkọlù,negative
insouciance,insouciance,àìbìkítà,negative
imminently,laipẹ,láìpẹ́,negative
irreversible,aidibajẹ,àìdíbàjẹ́,negative
doodle,doodle,ìyàwòrán,negative
growth,Idagba,Idagba,positive
corporal,corporal,ọlọ́pà-olókùn-kan,negative
needful,alaini,kòlèṣàìní,negative
encourage,iwuri fun,gba niyanju,positive
acclamation,iyin,iyin,positive
gaining,nini,nini,positive
ahead,niwaju,niwaju,positive
forage,forage,oúnjẹ,negative
litigant,agbẹjọro,agbẹjọ́rò,negative
impassioned,impassioned,tọkantọkan,positive
lynch,lynch,Jeníyà,negative
disavowal,idasilẹ,ìkọ̀sílẹ̀,negative
cacophony,cacophony,ariwo,negative
pastime,ere idaraya,ere idaraya,positive
ruffle,ruffle,wàhálà,negative
overreact,àṣejù,àṣejù,negative
approves,fọwọsi,fọwọsi,positive
alleviation,iderun,iderun,positive
patent,itọsi,àṣẹ itosi-nkan,positive
unexpected,airotẹlẹ,àìròtẹ́lẹ̀,negative
displease,ko dun,kò tẹ́nilọ́rún,negative
criticize,ṣofintoto,ṣọ̀fíǹtótó,negative
affirmative,affirmative,ìtẹnumọ́,positive
forgiving,idariji,dariji,positive
thrilling,ojlofọndotenamẹ tọn,dani lorun,positive
clarifies,clarifies,sọdi mimọ,positive
bargain,idunadura,idunadura,positive
recession,ipadasẹhin,ìpadàsẹ́hìn,negative
doubtfully,iyemeji,iyèméjì,negative
addresses,adirẹsi,adirẹsi,positive
ripen,pọn,pọn,positive
ambivalence,ambivalence,ìbáṣepọ̀ tó dára,negative
corrosions,ipata,àwọn ìpátá,negative
expand,faagun,faagun,positive
cosy,farabale,farabale,positive
handsomely,dara julọ,dara julọ,positive
provide,pese,pese,positive
beaming,tan ina,tan ina,positive
nobly,ọlọla,ọlọla,positive
scrimmage,scrimmage,ìgbaradì,negative
lame,Arọ,Arọ,negative
elegantly,ẹwa,pẹlu iyi,positive
tyranny,iwa ikapa,ìwa ipá,negative
congested,congested,dí,negative
john,john,jòánù,negative
career,iṣẹ,iṣẹ,positive
ineptly,aiṣedeede,àìpé,negative
clamorous,ariwo,ariwo,negative
accomplish,ṣaṣepari,ṣaṣepari,positive
cure,imularada,imularada,positive
mimicry,mimicry,ìsínijẹ,negative
feigned,afarawe,ìṣẹ̀tàn,negative
vomits,eebi,bì,negative
rremediable,rremediable,rremediable,negative
slum,igboro,àbẹ́tẹ̀,negative
thanksgiving,idupẹ,idupẹ,positive
cringed,cringed,kígbe,negative
pioneer,aṣáájú -ọ̀nà,aṣáájú -ọ̀nà,positive
director,oludari,oludari,positive
slime,slime,rọ̀,negative
ironic,ironu,aláìríbóseye,negative
fortune,orire,orire,positive
protesting,ehonu,fi ẹ̀hónú hàn,negative
crazy,aṣiwere,aṣiwèrè,negative
fainthearted,aibanujẹ,àìnígboyà,negative
dependent,ti o gbẹkẹle,ti o gbẹkẹle,positive
dumbass,odi,odi,negative
reaffirmation,imudaniloju,imudaniloju,positive
partiality,ojúsàájú,ojúsàájú,negative
detain,idaduro,ìdádúró,negative
hypocrites,agabagebe,àwọn alágàbàgebè,negative
senile,arugbo,arúgbó,negative
stalk,igi ọka,pòròpóró,negative
crisis,idaamu,ìrúkèrúdò,negative
skeptically,iyemeji,iyèméjì,negative
educational,ẹkọ,ẹkọ,positive
snarl,ipọnju,yímọ́,negative
cuts,gige,gígé,negative
tacky,ẹlẹgẹ,tutù,negative
complacency,irẹlẹ,itẹlọrun,positive
plague,ìyọnu,ìyọnu,negative
innocent,alaiṣẹ,alaiṣẹ,positive
remiss,idariji,jáfara,negative
contrary,ilodi si,lòdìsí,negative
ambiguity,aiṣiyemeji,ní pọ́na,negative
exclusion,iyasoto,ìyàsọ́tọ̀,negative
collapse,subu,ṣubú,negative
hideousness,ifamọra,ìtìjú,negative
puzzlement,adojuru,àdojúrú,negative
demoralize,irẹwẹsi,ìrẹ̀wẹ̀sì,negative
involuntarily,atinuwa,kò tinú wá,negative
immature,ti ko dagba,ti kò lóye,negative
moaning,sokun,sọkún,negative
panicking,ijaaya,ìjayà,negative
enmity,ikorira,ìkórìíra,negative
skillfully,ogbon,pelu ogbọn,positive
obligor,ojuse,onígbésè,negative
stuck,di,di,negative
struggled,ìjàkadì,ìjàkadì,negative
ecstatic,inu didun,inu didun,positive
cure-all,imularada-gbogbo,imularada-gbogbo,positive
enthrall,iwunilori,iwunilori,positive
exacerbation,exacerbation,ìdákúnṣòro,negative
sensationalize,sensationalize,àìbalẹ́ọkàn,negative
sentimental,itara,ti ìmọ,positive
hurted,farapa,farapa,negative
articulate,sọ asọye,sọ asọye,positive
empty,ofo,òfo,negative
restrictive,ihamọ,ìhámọ́,negative
symptom,aami aisan,àmì àìsàn,negative
annulment,ifagile,ìparẹ́,negative
spirited,ẹmi,ẹmi,positive
ineffectively,ineffectively,àìlágbára,negative
inauguration,ifilọlẹ,ifilọlẹ,positive
academy,ijinlẹ,ijinlẹ,positive
relieved,tu,tu,positive
ameliorate,ṣe atunṣe,ṣe atunṣe,positive
poison,majele,májèlé,negative
lmfao,lmfao,Imfao,positive
ill-designed,ti ko ni apẹrẹ,ti ko ni apẹrẹ,negative
flake,flake,àìlèfọkàntán,negative
guillotine,guillotine,ìbẹ́nilórí,negative
resolving,ipinnu,n pinnu,positive
promptly,kiakia,kiakia,positive
falsehood,iro,irọ́,negative
nightmarishly,nightmarishly,àlá burúkú,negative
morals,iwa,iwa,positive
warfare,ogun,ogun,negative
pessimist,pessimist,oníjàkulẹ̀,negative
cool,itura,tutu,positive
amusement,iṣere,iṣere,positive
addiction,afẹsodi,bárakú,negative
cab,kabu,kabu,positive
delivery,ifijiṣẹ,ifijiṣẹ,positive
brutalising,ìkà,ìkà,negative
waffle,waffle,àsọjù,negative
corroborate,jẹrisi,jẹrisi,positive
jesus,jesu,jesu,positive
well-established,daradara-mulẹ,duro shinshin,positive
gun,ibon,ìbọn,negative
allergy,aleji,ẹhun,negative
inimically,inimically,àìkónimọ́ra,negative
once-in-a-lifetime,lẹẹkan-ni-igbesi aye,lẹẹkan-ni-igbesi aye,positive
contempt,ẹgan,ẹ̀gàn,negative
disturbing,idamu,ìdààmú,negative
antique,igba atijọ,igba atijọ,positive
manipulate,ifọwọyi,ìfọwọ́yí,negative
intefere,intefere,dá sí,negative
gifted,ebun,ebun,positive
spectacle,iworan,ìwòran,negative
staunchly,ni igboya,duroṣinṣin,positive
fluster,fluster,mú nǹkan rújú,negative
unhappiness,idunnu,àìnídùnnú,negative
intransigent,alaigbọran,aláìgbọràn,negative
bureaucracy,bureaucracy,aṣojú-ìjọba,negative
infamously,ailokiki,àìlókìkí,negative
clothe,aṣọ,aṣọ,positive
enforce,fi agbara mu,fi agbara mu,positive
rehabilitation,isodi titun,isodi titun,positive
cost-saving,fifipamọ iye owo,ko nanilowo,positive
bold,igboya,ni igboya,positive
cataclysmically,cataclysmically,nípa àjálù ńlá,negative
infidels,awon alaigbagbo,àwọn aláìgbàgbọ́,negative
over-awe,apọju,ìyàlẹ́nu,negative
sadden,ibanuje,ìbànújẹ́,negative
vernal,vernal,ti igba iruwe,positive
breakup,ya kuro,yà,negative
burdened,eru,ẹrù,negative
polygamy,ilobirin pupọ,ìláya-púpọ̀,negative
dilemma,idaamu,ìdààmú,negative
repugnance,ìríra,ìlòdìsí,negative
impermissible,ti ko gba laaye,tí kò gbà láàyè,negative
reliable,gbẹkẹle,gbẹkẹle,positive
restriction,ihamọ,ìhámọ́,negative
survivor,iyokù,iyokù,positive
depravedly,depravedly,ìbàjẹ́,negative
disgracefully,itiju,ìtìjú,negative
expelling,gbigbe jade,lé jáde,negative
paradoxical,paradoxical,ìtakora,negative
apathy,aibikita,Áìbìkítà,negative
wrought,ṣe,parí,negative
cutters,cutters,olùgígé,positive
excavation,excavation,wíwa-kòtò,negative
excel,tayo,tayo,positive
contagions,àkóràn,àkóràn,negative
expansive,gbooro,gbooro,positive
unable,lagbara,aláìṣeéṣe,negative
groundless,ti ko ni ilẹ,àìfẹsẹ̀múlẹ̀,negative
self-interested,ara-nife,nífẹ̀ẹ́ ara ẹni,negative
victimizes,njiya,jẹ níyà,negative
relevant,ti o yẹ,ti o yẹ,positive
annihilated,parun,ìparun,negative
batty,batty,aṣiwèrè,negative
excellent,o tayọ,o tayọ,positive
renovation,atunse,atunse,positive
glut,ikun,ọ̀pọ̀,negative
glare,didan,dídán,negative
aspire,lepa,lepa,positive
welcome,kaabo,kaabo,positive
desolately,desolately,dahoro,negative
appreciation,riri,imọrírì,positive
reassured,ni idaniloju,ni idaniloju,positive
blackjack,blackjack,káàdi-tẹ́tẹ́,negative
alertness,gbigbọn,iṣora,positive
tipsy,imọran,ìhúntí,negative
wildcat,ẹranko igbó,olóngbò-igbó,negative
huckster,apanirun,oníjìbìtì,negative
abundance,opo,ọ̀pọ̀,negative
zealous,onítara,onítara,positive
contemptuously,ẹgan,ẹ̀gàn,negative
drooping,sisọ silẹ,àárẹ̀,negative
poor,talaka,tálákà,negative
outbursts,ìbúgbàù,ìbúgbàù,negative
real,gidi,gidi,positive
retribution,ẹsan,ẹ̀san,negative
chowder,akápò,akákpò,positive
greedy,ojukokoro,ojúkòkòrò,negative
eruption,eruption,ìṣẹ́yọ,negative
effectiveness,ndin,aseyọri,positive
skulk,skulk,àkójọ pọ̀ àwọn kọ̀lọ̀kọ̀lọ̀,negative
allied,ajọṣepọ,ajọṣepọ,positive
harbinger,agbẹnusọ,aṣájú,negative
charges,awọn idiyele,àwọn ìdíyelé,negative
disgraced,itiju,ìtìjú,negative
loopholes,loopholes,ihò,negative
preoccupy,ṣe aniyan,àìfọkànsi,negative
unhappy,alainidunnu,àìdùnnú,negative
finely,finely,dara,positive
stable,idurosinsin,idurosinsin,positive
superstition,ohun asan,ohun asan,positive
discontinued,dawọ duro,dáwọ́ dúró,negative
sully,ẹlẹgàn,dọ̀tí,negative
community,awujo,awujo,positive
beholden,wo,kíyèsí,negative
reject,kọ,kọ̀,negative
supportive,atilẹyin,atilẹyin,positive
pompous,igberaga,ìgbéraga,negative
divisive,iyapa,ìyapa,negative
conservative,Konsafetifu,olùdìṣẹ̀ṣemú,negative
terrorist,apanilaya,agbésùnmọ̀mí,negative
spoiled,ti bajẹ,ti bàjẹ́,negative
irksome,irksome,ìbínú,negative
adulterate,panṣaga,panṣágà,negative
impeach,impeach,yọ,negative
vice,igbakeji,ìgbákejì,negative
backbiting,ifaiyabalẹ,ìsọ̀rọ̀ ẹni lẹ́yìn,negative
disoobedient,alaigbọran,àìgbọ́ràn,negative
restructuring,atunṣeto,atunto,positive
disapproval,alaigbọwọ,àìfọwọ́sí,negative
declining,dinku,ń kọ̀ sílẹ̀,negative
imprisonment,ẹwọn,ẹ̀wọ̀n,negative
dispensable,dispensable,tí a lè rọ́pò,negative
arbitrary,lainidii,láìnídìí,negative
unaccountable,unaccountable,àìlèṣàlàyé,negative
understanding,Oye,Oye,positive
insufficient,aito,àìtó,negative
crank,ibẹrẹ nkan,onínúfùfù,negative
spookily,laiyara,ní ẹ̀rù,negative
blinding,afọju,afọ́jú,negative
stole,ji,jí,negative
justifiable,idalare,idalare,positive
quandary,idaamu,ìdààmú,negative
ranter,olutọju,olùtojọ́,negative
unproved,ti ko ni idaniloju,àìnídànilójú,negative
harmony,isokan,isokan,positive
moan,kérora,ìdárò,negative
tormented,joró,ìdálóró,negative
combat,ija,ìjà,negative
pugnacious,pugnacious,oníbìínú,negative
reparation,atunṣe,tu nkan ṣe,positive
striking,ohun ijqra,iyanu,positive
disrespectful,alaibọwọ,aláìbọ̀wọ̀,negative
sneakily,sneakily,yíyọ́,negative
player,ẹrọ orin,eléré-ìdárayá,negative
jeers,ẹlẹgàn,ẹlẹgàn,negative
restores,restores,mu pada,positive
foreign,ajeji,àjèjì,negative
goon,goon,ọmọ ìta,negative
sweetie,ololufe,ololufe,positive
title,akọle,akọle,positive
assassinations,ipaniyan,ìpànìyàn,negative
nestle,itẹ -ẹiyẹ,itẹ -ẹiyẹ,positive
overburden,apọju,àpọ̀jù,negative
hard-hit,lile-lu,lílé,negative
depreciation,isọdọmọ,àdínkù,negative
fuckhead,fuckhead,oníbàjẹ́,negative
compulsion,ipá,ipá,negative
encouraging,iwuri,iwuri,positive
sneering,ẹgan,ẹ̀gàn,negative
trashed,idọti,lóró,negative
mangles,mangles,ṣàtúnṣe,negative
hooligan,hooligan,oníjàǹdúkú,negative
startling,iyalẹnu,ìyàlẹ́nu,negative
roughness,ìka,àìkúná,negative
disrepute,aibuku,àìlórúkọ rere,negative
eminence,olokiki,olokiki,positive
help,Egba Mi O,ranlọwọ,positive
offset,aiṣedeede,aiṣedeede,positive
adept,dáadáa,ọlọgbọn,positive
vexation,ibinu,ìbínú,negative
disturbed,dojuru,dojúrú,negative
impartiality,ojúsàájú,lai ṣe ojuṣaaju,positive
prevented,dena,dènà,negative
sunset,Iwọoorun,Iwọoorun,positive
beautiful,lẹwa,lẹwa,positive
world-famous,olokiki agbaye,olokiki agbaye,positive
accused,ẹsun,ẹ̀sùn,negative
unlimited,ailopin,ailopin,positive
belligerence,igboya,ìgboyà,negative
booze,booze,ọtí,negative
disaffirm,jẹwọ,takò,negative
starves,ebi,fi ebi pa,negative
overturn,danu,dànù,negative
monsoon,monsoon,ìjì,negative
perfection,pipé,pipé,positive
foolishly,aṣiwère,aṣiwèrè,negative
tattered,ti bajẹ,dàkísà,negative
subtract,Yọkuro,Yọ kúrò,negative
uncertain,aidaniloju,àìdánilójú,negative
threats,irokeke,irokeke,negative
splitting,yapa,yapa,negative
complicated,idiju,lọ́jú,negative
soak,rì,rẹ,negative
worsening,buru si,burú síi,negative
direly,taara,léwu,negative
judicial,adajọ,adajọ,positive
marvelous,iyanu,iyanu,positive
shortchange,paṣipaarọ,pàṣípààrọ̀,negative
long-winded,gun-winded,àsọjù,negative
contravene,ilodi si,ìlòdì sí,negative
zenith,zenith,oke patapata,positive
boy,ọmọkunrin,ọmọdékùnrin,negative
iron,irin,irin,positive
disgusted,ìríra,ìríra,negative
underestimating,underestimating,fi ojú kéré,negative
petroleum,epo,epo-bẹntiró,negative
clique,akopọ,ẹgbẹ́,negative
dies,kú,kú,negative
slow-moving,lọra-gbigbe,lọ́ra-kúrò,negative
plea,ẹbẹ,ẹ̀bẹ̀,negative
apologize,gafara,gafara,positive
coldly,tutu,tutù,negative
defeat,ijatil,ṣẹgun,positive
underestimates,underestimates,fi ojú kéré,negative
reverend,ibowo,ibowo,positive
kitten,ọmọ ologbo,ọmọ ologbo,positive
magnificently,lọpọlọpọ,lọpọlọpọ,positive
insulted,ẹgan,ẹ̀gàn,negative
pampered,pampered,kẹ,positive
backbone,egungun,egungun ẹyin,positive
lucid,lucid,ọlọgbọn,positive
revolutionize,rogbodiyan,rogbodiyan,positive
negotiator,oludunadura,oludunadura,positive
treasures,ìṣúra,awọn ìṣúra,positive
mess,idotin,ìdọ̀tí,negative
prominence,olokiki,olokiki,positive
lavish,lavish,na inakuna,positive
sky,ọrun,ọrun,positive
resumption,atunbere,atunbere,positive
gluttony,àjẹkì,àjẹkì,negative
smooth,dan,dan,positive
ebullient,ebullient,ni ayọ,positive
omnipotence,alagbara,alágbára,negative
full,kun,kun,positive
parietal,parietal,ara-ara,positive
misrepresented,ti ko tọ si,àìsojú,negative
randomly,laileto,aláìlétò,negative
sinning,elese,dídẹ́ṣẹ̀,negative
escape,sa,sá,negative
birch,birch,pákó,negative
funnily,funnily,àwàdà,negative
thoughtlessness,aironu,àìnírònú,negative
disjointed,disjointed,àìlétò,negative
appalling,ibanuje,ìbànújẹ́,negative
breakfast,aro,ounje arọ,positive
abuses,ilokulo,àwọn ìlòkudò,negative
darling,olufẹ,olufẹ,positive
misdirection,aiṣedeede,ìṣìlọ́nà,negative
venerable,venerable,agbalagba,positive
scowl,scowl,lejú,negative
chastity,iwa mimọ,iwa mimọ,positive
boycotted,boycotted,sátì,negative
joke,awada,awada,positive
abortive,abortive,asán,negative
entrusted,le,fi le lọwọ,positive
brains,opolo,opolo,positive
thinker,onironu,onironu,positive
provokes,ru,ru,negative
laurel,laureli,laureli,positive
calumniate,calumniate,bánilórúkọjẹ́,negative
racism,ẹlẹyamẹya,ẹlẹ́yámẹ̀ẹyà,negative
pittance,pittance,Owó díẹ̀,negative
rest,isinmi,isinmi,positive
traumatize,traumatize,jìnìjìnì,negative
consummate,pari,Ṣe pari,positive
supported,atilẹyin,tilẹyin,positive
imperfect,aláìpé,aláìpé,negative
hilarious,panilerin,panilerin,positive
stillness,idakẹjẹ,idakẹjẹ,positive
roadster,oju opopona,ojú òpópónà,positive
sponsor,onigbowo,onigbowo,positive
distorted,daru,dàrú,negative
impartial,ojúsàájú,lai ṣe ojuṣaaju,positive
nigger,nigger,Ọ̀rẹ́,negative
simplify,rọrun,rọrun,positive
partake,ṣe alabapin,ṣe alabapin,positive
fat-cat,sanra-ologbo,ọlọ́rọ̀,negative
torrent,odò,àgbàra òjò,negative
misinterpretation,itumọ ti ko tọ,àṣìtú,negative
pales,pale,àìlágbára,negative
gift,ebun,ebun,positive
offenses,awọn ẹṣẹ,àwọn ẹ̀ṣẹ̀,negative
ordnance,ordnance,ohun-ìjà,negative
inconsolable,alailagbara,àìlèrọ̀,negative
trophy,olowoiyebiye,ikogun,positive
walkout,rin jade,rìn jáde,negative
proven,Fihan,Fihan,positive
armaments,ohun ija,Ohun-ìjà,negative
humerous,humerous,arin takiti,positive
caries,caries,kòtò,negative
immoderate,aiṣedeede,lòdì sí ìwọ̀ntúnwọ̀nsì,negative
interruption,idalọwọduro,ìdálọ́wọ́dúró,negative
reproductive,ibisi,ibisi,positive
motherfucking,fifẹ iya,fifẹ iya,negative
fortify,fikun,fikun,positive
powerless,lapa,àìlágbára,negative
promoter,olupolowo,olupolowo,positive
impenitent,alaigbọran,aláìnírònúpìwàdà,negative
enviously,ilara,ìlara,negative
smokescreen,iboju sisun,ìbòjú sísun,negative
ancient,igba atijọ,ìgbaanì,negative
imbalance,aiṣedeede,àìṣedéédé,negative
undefined,aisọye,aláìlásọyé,negative
rejoice,yọ,yọ,positive
sensuality,ifẹkufẹ,ifẹkufẹ,positive
colossal,ti o tobi,Tobi pupọ,positive
naughty,alaigbọran,oníwà búburú,negative
cove,ibora,ibora,positive
paupers,paupers,tálákà,negative
lecturer,olukọni,olukọni,positive
lose,padanu,pàdánù,negative
lump,odidi,ìṣù,negative
stupid,omugo,òmùgọ̀,negative
pain-free,laisi irora,laisi irora,positive
askance,askance,fura sí,negative
unpleasant,alainidunnu,aláìládùn,negative
impartially,lai ṣe ojuṣaaju,lai ṣe ojuṣaaju,positive
possessed,ti gba,ní,negative
detached,ti ya sọtọ,já,negative
outmoded,outmoded,kúròláṣà,negative
infernal,infernal,àfonífojì ikú,negative
inequality,aidogba,àìdọ́gba,negative
ripoff,ripoff,ya kúrò,negative
default,aiyipada,gbèsè,negative
alarmingly,ni itaniji,ní ìtanijí,negative
bothering,idaamu,ìdààmú,negative
dazzling,yanilenu,dan manran,positive
unsung,ti ko korin,àìlókíkì,negative
frost,Frost,òtútù,negative
ploy,arekereke,ète,negative
monochrome,monochrome,aláwọ̀-kan,negative
tax,owo -ori,owó-orí,negative
brigade,Ẹgbẹ ọmọ ogun,ọmọ-ogun,negative
disturbs,disturbs,ìdààmú,negative
remains,ku,àṣẹ́kù,negative
hum,hum,kíkùn,negative
suffering,ijiya,ìjìyà,negative
reliant,ti o gbẹkẹle,ti o gbẹkẹle,positive
accomplishment,aṣepari,aṣepari,positive
fib,fib,irọ́,negative
doit,se o,owó,negative
denial,kiko,kíkọ̀,negative
cleanly,mimo,mimo,positive
faithful,olóòótọ,olóòótọ,positive
incoherently,incoherently,àìlọ́gbọ́n,negative
sidetrack,oju ọna,ojú ọ̀nà,negative
defamation,itiju,ìbanilórúkọjẹ́,negative
musty,musty,òórùn pípẹ́,negative
slug,slug,ya ọ̀lẹ,negative
cheated,tànjẹ,yànjẹ,negative
pretends,dibọn,díbọ́n,negative
afford,irewesi,ni to,positive
impudent,alaigbọran,aláìgbọràn,negative
drone,drone,kòkòro-oyin,negative
controversial,àríyànjiyàn,àríyànjiyàn,negative
oligarchy,oligarchy,ìjọba-eléníyàn-péréte,negative
overtake,mu,kọja,positive
satirical,satirical,ẹ̀fẹ̀,negative
fatiguing,bani o,rírẹ̀,negative
magnetite,magnetite,ofà,positive
illogic,illogic,àìní ìrògún,negative
goood,goood,dara,positive
mocking,ṣe ẹlẹyà,ṣe ẹlẹ́yà,negative
suspicion,ifura,ìfura,negative
hide,tọju,tọ́jú,negative
abandonment,ifasilẹ,ìfisílẹ̀,negative
thoughtfully,ni iṣaro,ni iṣaro,positive
unpublished,ti a ko tẹjade,aláìtẹ̀jáde,negative
courage,igboya,igboya,positive
droop,sisọ silẹ,tẹ̀,negative
agile,agile,mura giri,positive
strongly,lagbara,lagbara,positive
exhilaration,igbadun,inudidun,positive
persecute,inunibini si,inúnibíni sí,negative
dissatisfaction,itẹlọrun,àìnítẹ̀ẹ́lọ́rùn,negative
ironies,ironies,ìlò ọ̀rọ̀ lòdì,negative
unlucky,lailoriire,àìlóríre,negative
immerse,rì bọmi,rì bọmi,positive
imperialist,ọba -ọba,ìjọba kàńpà,negative
flexible,rọ,rọ,positive
shun,yago fun,yàgò fún,negative
firmer,ṣinṣin,ṣinṣin,positive
hefty,hefty,lágbára,negative
weakened,alailagbara,sọdọ̀lẹ,negative
incarceration,atimole,ìtìmọ́lé,negative
warns,kilọ,kìlọ̀,negative
responsive,idahun,idahun,positive
cleverly,ogbon,pelu ogbon,positive
crashed,kọlu,ti kọlù,negative
protection,aabo,aabo,positive
protested,fi ehonu han,fi èhónú hàn,negative
nappy,nappy,ìlédì,negative
unwillingness,aifẹ,àìfẹ́,negative
mosquito,efon,ẹ̀fọn,negative
barred,eewọ,dínà,negative
riled,riru,rírú,negative
permissible,iyọọda,iyọnda,positive
afflict,pọnju,pọ́n lójú,negative
appreciated,abẹ,mọrírì,positive
flush,danu,danu,positive
harasses,awọn ipọnju,tàbùkù,negative
vision,iran,iran,positive
revives,sọji,sọji,positive
slickest,ege julọ,ologbon,positive
irk,irk,bínú,negative
validating,afọwọsi,ifọwọsi,positive
adulterated,ṣe panṣaga,ṣe panṣágà,negative
unworkable,ko ṣiṣẹ,àìṣiṣẹ́,negative
vibrate,gbọn,gbọ̀n,negative
fidget,fidget,ẹ̀rù,negative
impolite,alaibọwọ,aláìbọ̀wọ̀,negative
shimmeringly,dúdú,tàn,positive
solving,lohun,n yanju,positive
strangle,pa,pa,negative
discouraged,ailera,àìlera,negative
puffy,puffy,rú-túú,negative
impious,alaisododo,aláìníbọ̀wọ̀,negative
frightening,dẹruba,dẹ́rùbà,negative
peculiar,oto,ọ̀tọ̀,negative
outmaneuvered,outmaneuvered,Wá ọ̀nà àbáyọ,negative
buzzed,buzzed,dún,negative
grieve,banuje,banújẹ́,negative
disingenuously,alaigbọran,àìsòótọ́,negative
interesting,awon,dara,positive
hardliners,awọn alakikanju,àwọn olórí kunkun,negative
expropriate,yẹ,gbésẹ̀ lé ẹ̀tọ́ ẹni,negative
heresy,eke,èké,negative
blackness,dudu,ìdúdú,negative
stubbornly,abori,alágídí,negative
misplaced,ti ko tọ,fisípò-àìtọ́,negative
positive,rere,rere,positive
affluent,ọlọrọ,lọrọ,positive
scandalous,scandalous,ìbanilọ́kọjẹ́,negative
beauteous,ẹlẹwa,ẹlẹwa,positive
hermaphrodite,hermaphrodite,ṣakọ-ṣabo,negative
slough,slough,ẹrẹ̀,negative
notoriety,ogbontarigi,ògbóǹtarìgì,negative
plaintiff,olufisun,olùfisùn,negative
fitness,amọdaju,titọ,positive
nimble,nimble,yara,positive
cheapen,din owo,dínwó,negative
dubitable,dubitable,nǹkan tí kò dájú,negative
lateness,lateness,pípẹ́,negative
excluding,iyasoto,ìyàsọ́tọ̀,negative
fascism,fascism,ìjọba apàṣẹ,negative
polluter,ẹlẹgbin,ẹlẹ́gbin,negative
brilliant,o wu,didan mọna,positive
doubted,iyemeji,iyèméjì,negative
misbecome,aiṣedeede,àìbámu,negative
irksomely,irksomely,ìbínú,negative
focused,lojutu,ni ilepa,positive
enthusiastic,lakitiyan,nitara,positive
marketable,ọjà,ọjà,positive
uninterested,ko nife,aláìnífẹ̀sí,negative
rooted,fidimule,fidimule,positive
satirize,satirize,ṣẹ̀fẹ̀,negative
cons,konsi,kọ́,negative
sloppy,ọlẹ,dàgẹ̀ẹ̀rẹ̀,negative
cancels,fagilee,fagilé,negative
rockstars,rockstars,àwọn olókìkí,positive
feeble,alailera,aláìlera,negative
blather,blather,ìsọkúsọ,negative
apostle,aposteli,aposteli,positive
securely,ni aabo,ni aabo,positive
nihilism,nihilism,àṣà,negative
atone,ètùtù,se ètùtù,positive
useful,wulo,wulo,positive
majestic,ọlanla,ọlanla,positive
dun,dun,ẹṣin,negative
discourteous,alaibọwọ,aláìbọ̀wọ̀,negative
impose,fawon,fáwọn,negative
forget,gbagbe,gbàgbé,negative
debauchery,iwa ibaje,ìwà ìbàjẹ́,negative
candid,lododo,lododo,positive
hapless,alaini,aláìní ìṣúra,negative
deniers,awọn onigbagbọ,àwọn onígbàgbọ́,negative
sagged,sagged,sàn wálẹ̀,negative
unbroken,ti ko ya,ti ko ya,positive
wretched,aburu,olóṣì,negative
repulsing,ikorira,kórìíra,negative
rob,jale,jalè,negative
unofficial,laigba aṣẹ,aláìgbàṣẹ,negative
heinous,buburu,búburú,negative
terminal,ebute,èbúté,negative
bath,iwẹ,iwẹ,positive
shrug,gbon,gún èjìká,negative
malcontented,alainilara,àìnítẹ̀ẹ́lọ́rùn,negative
crabby,crabby,ìkórìíra,negative
